variable_location,data_product,data_table,provided_variable,variable, note
column_name,SoDaH-Site_KEY_V2,location,agb,aboveground_biomass,NA
column_name,SoDaH-Site_KEY_V2,location,bgb,root_biomass,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_lowerdiam,root biomass_diameter,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_upperdiam,root biomass_diameter,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_type,root_biomass_type,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_notes,root_biomass,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_c,root_biomass_carbon,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_n,root_biomass_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_cn,root_biomass_carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,bgb_lignin,root_biomass_lignin,NA
column_name,SoDaH-Site_KEY_V2,location,wood_lit_c,wood_litterfall_carbon_flux,NA
column_name,SoDaH-Site_KEY_V2,location,wood_lit_n,wood_litterfall_nitrogen_flux,NA
column_name,SoDaH-Site_KEY_V2,location,wood_lit_cn,wood_litterfall_carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,location,align_1,alignment_notes_profile_data,NA
column_name,SoDaH-Site_KEY_V2,location,align_2,alignment_notes_profile_data,NA
column_name,SoDaH-Site_KEY_V2,location,loc_comments,comments,NA
column_name,SoDaH-Site_KEY_V2,location,time_series,time_series,NA
column_name,SoDaH-Site_KEY_V2,location,gradient,gradient_study,NA
column_name,SoDaH-Site_KEY_V2,location,experiments,experimental_manipulations,NA
column_name,SoDaH-Site_KEY_V2,location,control_id,control_samples_identifier,NA
column_name,SoDaH-Site_KEY_V2,location,number_treatments,treatments_number,NA
column_name,SoDaH-Site_KEY_V2,location,merge_align,merge_align,NA
column_name,SoDaH-Site_KEY_V2,location,key_version,key_version,NA
column_name,SoDaH-Site_KEY_V2,profile,L1,experimental_level_1,NA
column_name,SoDaH-Site_KEY_V2,profile,L2,experimental_level_2,NA
column_name,SoDaH-Site_KEY_V2,profile,L3,experimental_level_3,NA
column_name,SoDaH-Site_KEY_V2,profile,L4,experimental_level_4,NA
column_name,SoDaH-Site_KEY_V2,profile,L5,experimental_level_5,NA
column_name,SoDaH-Site_KEY_V2,profile,L6,experimental_level_6,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L1,treatment_1_level,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L2,treatment_2_level,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L3,treatment_3_level,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L4,treatment_4_level,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L5,treatment_5_level,NA
column_name,SoDaH-Site_KEY_V2,profile,tx_L6,treatment_6_level,NA
column_name,SoDaH-Site_KEY_V2,profile,observation_date,observation_date,NA
column_name,SoDaH-Site_KEY_V2,profile,veg_note_profile,vegetation,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_c_tot,total_carbon,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_soc,soil_organic_carbon,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_soc_stock,bulk_layer_organic_carbon_stock,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_loi,loss_on_ignition,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_som_WalkleyBlack,bulk_layer_soil_organic_matter,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_n_tot,nitrogen_total,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_n_tot_stock,nitrogen_total_stock,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_c_to_n,carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_15n,15n,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_13c,13c,NA
column_name,SoDaH-Site_KEY_V2,layer,layer_top,depth_min,NA
column_name,SoDaH-Site_KEY_V2,layer,layer_bot,depth_max,NA
column_name,SoDaH-Site_KEY_V2,layer,layer_mid,depth_mean,NA
column_name,SoDaH-Site_KEY_V2,layer,hzn,horizon,NA
column_name,SoDaH-Site_KEY_V2,layer,bd_samp,bulk_density_sample,NA
column_name,SoDaH-Site_KEY_V2,layer,bd_tot,bulk_density_total,NA
column_name,SoDaH-Site_KEY_V2,layer,^bd_,bulk_density,NA
column_name,SoDaH-Site_KEY_V2,layer,ph_cacl,pH_cacl,NA
column_name,SoDaH-Site_KEY_V2,layer,ph_h2o,pH_h2o,NA
column_name,SoDaH-Site_KEY_V2,layer,ph_other,pH_other,NA
column_name,SoDaH-Site_KEY_V2,layer,sand,sand,NA
column_name,SoDaH-Site_KEY_V2,layer,silt,silt,NA
column_name,SoDaH-Site_KEY_V2,layer,clay,clay,NA
column_name,SoDaH-Site_KEY_V2,layer,coarse_frac,coarse_fraction,NA
column_name,SoDaH-Site_KEY_V2,layer,coarse_tot,coarse_size_thresh,NA
column_name,SoDaH-Site_KEY_V2,profile,profile_texture_class,soil_texture_class,NA
column_name,SoDaH-Site_KEY_V2,layer,bet_surface_area,bet_surface_area,NA
column_name,SoDaH-Site_KEY_V2,layer,caco3,caco3,NA
column_name,SoDaH-Site_KEY_V2,layer,Ca,calcium_ extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,Mg,magnesium_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,K,potassium_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,Na,sodium_ extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,cat_exch,cation_exchange_capacity,NA
column_name,SoDaH-Site_KEY_V2,layer,base_sum,base_sum,NA
column_name,SoDaH-Site_KEY_V2,layer,cec_sum,exchangeable_cations_sum,NA
column_name,SoDaH-Site_KEY_V2,layer,ecec,effective_cation_exchange_capacity,NA
column_name,SoDaH-Site_KEY_V2,layer,bs,base_saturation,NA
column_name,SoDaH-Site_KEY_V2,layer,mbc_raw,microbial_biomass_carbon_raw,NA
column_name,SoDaH-Site_KEY_V2,layer,mbc_trans,microbial_biomass_carbon_reported,NA
column_name,SoDaH-Site_KEY_V2,layer,mbn_raw,microbial_biomass_nitrogen_raw,NA
column_name,SoDaH-Site_KEY_V2,layer,mbn_trans,microbial_biomass_nitrogen_reported,NA
column_name,SoDaH-Site_KEY_V2,layer,mbp_raw,microbial_biomass_phosphorus_raw,NA
column_name,SoDaH-Site_KEY_V2,layer,mbp_trans,microbial_biomass_phosphorus_reported,NA
column_name,SoDaH-Site_KEY_V2,layer,mb_cn,microbial_biomass_carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,layer,mb_cp,microbial_biomass_carbon_to_phosphorus,NA
column_name,SoDaH-Site_KEY_V2,layer,mb_np,microbial_biomass_nitrogen_to_phosphorus,NA
column_name,SoDaH-Site_KEY_V2,layer,mbc_method,mbc_method,NA
column_name,SoDaH-Site_KEY_V2,layer,p_ex_1,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_1_method,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,"NA",p_1_notes,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_ex_2,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_2_method,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,"NA",p_2_notes,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_ex_3,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_3_method,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,"NA",p_3_notes,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_ex_4,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_4_method,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,"NA",p_4_notes,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_ex_5,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,p_5_method,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,"NA",p_5_notes,phosphorus_extractable,NA
column_name,SoDaH-Site_KEY_V2,layer,n_min,net_nitrogen_mineralization,NA
column_name,SoDaH-Site_KEY_V2,profile,soil_taxon,soil_taxonomy,NA
column_name,SoDaH-Site_KEY_V2,profile,soil_series,soil_series,NA
column_name,SoDaH-Site_KEY_V2,profile,bedrock_depth,depth_bedrock,NA
column_name,SoDaH-Site_KEY_V2,profile,thaw_depth_profile,thaw_depth_profile,NA
column_name,SoDaH-Site_KEY_V2,profile,fire_freq,fire_frequency,NA
column_name,SoDaH-Site_KEY_V2,profile,comment_profile,comments,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_al_py,aluminum_pyrophosphate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_si_py,silicon_pyrophosphate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_c_py,carbon_pyrophosphate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_py$,pyrophosphate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_fe_ox,iron_oxalate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_al_ox,aluminum_oxalate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_si_ox,silicon_oxalate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_ox$,oxalate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_fe_hy,iron_hydroxylamine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_al_hy,aluminum_ hydroxylamine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_si_hy,silicon_ hydroxylamine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_c_hy,carbon_hydroxylamine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_hy$,hydroxylamine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_fe_dith,iron_dithionate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_al_dith,aluminum_dithionate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_si_dith,silicon_dithionate,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_dith$,dithionite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_quartz,quartz,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_alkali_feldspar,alkali_feldspar,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_plag_feldspar,plagioclase_feldspar,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_mica_chlorite,mica_chlorite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_amphibole,amphibole,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_pyroxine,pyroxine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_olivine,olivine,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_volc_glass,volcanic_glass,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_kaol_halloy,kaolinite_halloysite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_smect_vermic,smectite_vermincullite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_gibbsite,gibbsite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_fe_oxides,iron_oxides,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_imog_alloph,imogolite_allophane,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_ferrihydrite,ferrihydrite,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_radiolabID,rc_lab,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_radiolab_lyrnum,rc_lab,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_radioanlys_yr,rc_year,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_14c,14c,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_14c_sdv,14c,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_frc_modern,fraction_modern,NA
column_name,SoDaH-Site_KEY_V2,layer,lyr_frc_modern_sdv,fraction_modern,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_scheme,fraction_scheme,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_property,fraction_property,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_scheme_units,fraction_scheme_units,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_low_cutoff,cutoff_numerical,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_high_cutoff,cutoff_numerical,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_extr_conc,concentration,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_sqtl,sequential_fractionation,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_seq_order,fraction_sequencing_order,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_composite,composite,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_notes,fraction_note,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_c_perc,fraction_c_perc,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_mass_perc,fraction_mass_perc,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_c_tot,total_carbon,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_oc,carbon_organic,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_n_tot,nitrogen_total,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_c_to_n,carbon_to_nitrogen,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_15n,15n,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_13c,13c,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_radiolabID,rc_lab,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_radiolab_lyrnum,rc_lab,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_radioanlys_yr,rc_year,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_14c,14c,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_14c_sdv,14c,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_frc_modern,fraction_modern,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_frc_modern_sdv,fraction_modern,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_quartz,quartz,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_alkali_feldspar,alkali_feldspar,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_plag_feldspar,plagioclase_feldspar,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_mica_chlorite,mica_chlorite,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_amphibole,amphibole,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_pyroxine,pyroxine,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_olivine,olivine,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_volc_glass,volcanic_glass,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_kaol_halloy,kaolinite_halloysite,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_smect_vermic,smectite_vermincullite,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_gibbsite,gibbsite,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_fe_oxides,iron_oxides,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_imog_alloph,imogolite_allophane,NA
column_name,SoDaH-Site_KEY_V2,fraction,frc_ferrihydrite,ferrihydrite,NA
column_name,WoSIS_2019,attributes,code,attribute_code,NA
column_name,WoSIS_2019,attributes,type,attribute_type,NA
column_name,WoSIS_2019,attributes,attribute,attribute,NA
column_name,WoSIS_2019,attributes,unit,attribute_unit,NA
column_name,WoSIS_2019,attributes,profiles,attribute_proflles,NA
column_name,WoSIS_2019,attributes,layers,attribute_layers,NA
column_name,WoSIS_2019,attributes,description,attribute_description,NA
column_name,WoSIS_2019,attributes,accuracy,attribute_accuracy,NA
column_name,WoSIS_2019,layers_chemical,profile_id,profile_id,NA
column_name,WoSIS_2019,layers_chemical,profile_layer_id,profile_id,NA
column_name,WoSIS_2019,layers_chemical,upper_depth,depth_min,NA
column_name,WoSIS_2019,layers_chemical,lower_depth,depth_max,NA
column_name,WoSIS_2019,layers_chemical,layer_name,layer_name,NA
column_name,WoSIS_2019,layers_chemical,litter,litter,NA
column_name,WoSIS_2019,layers_chemical,tceq_value,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_value_avg,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_method,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_date,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_dataset_id,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_profile_code,caco3,NA
column_name,WoSIS_2019,layers_chemical,tceq_licence,caco3,NA
column_name,WoSIS_2019,layers_chemical,cecph7_value,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_value_avg,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_method,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_date,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_dataset_id,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_profile_code,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph7_licence,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_value,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_value_avg,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_method,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_date,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_dataset_id,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_profile_code,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,cecph8_licence,cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_value,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_value_avg,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_method,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_date,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_dataset_id,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_profile_code,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,ecec_licence,effective_cation_exchange_capacity,NA
column_name,WoSIS_2019,layers_chemical,elco20_value,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_value_avg,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_method,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_date,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_dataset_id,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_profile_code,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco20_licence,electrical_conductivity_2.0,NA
column_name,WoSIS_2019,layers_chemical,elco25_value,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_value_avg,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_method,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_date,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_dataset_id,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_profile_code,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco25_licence,electrical_conductivity_2.5,NA
column_name,WoSIS_2019,layers_chemical,elco50_value,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_value_avg,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_method,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_date,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_dataset_id,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_profile_code,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elco50_licence,electrical_conductivity_5.0,NA
column_name,WoSIS_2019,layers_chemical,elcosp_value,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_value_avg,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_method,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_date,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_dataset_id,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_profile_code,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,elcosp_licence,electrical_conductivity_saturated_paste,NA
column_name,WoSIS_2019,layers_chemical,orgc_value,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_value_avg,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_method,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_date,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_dataset_id,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_profile_code,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,orgc_licence,soil_organic_carbon,NA
column_name,WoSIS_2019,layers_chemical,phca_value,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_value_avg,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_method,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_date,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_dataset_id,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_profile_code,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phca_licence,pH_cacl2,NA
column_name,WoSIS_2019,layers_chemical,phaq_value,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_value_avg,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_method,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_date,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_dataset_id,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_profile_code,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phaq_licence,pH_h2o,NA
column_name,WoSIS_2019,layers_chemical,phkc_value,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_value_avg,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_method,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_date,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_dataset_id,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_profile_code,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phkc_licence,pH_kcl,NA
column_name,WoSIS_2019,layers_chemical,phnf_value,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_value_avg,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_method,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_date,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_dataset_id,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_profile_code,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phnf_licence,pH_naf,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_value,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_value_avg,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_method,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_date,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_dataset_id,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_profile_code,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpbyi_licence,phosphorus_extractable_bray,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_value,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_value_avg,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_method,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_date,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_dataset_id,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_profile_code,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpmh3_licence,phosphorus_extractable_meh,NA
column_name,WoSIS_2019,layers_chemical,phpols_value,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_value_avg,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_method,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_date,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_dataset_id,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_profile_code,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phpols_licence,pH_p_olsen,NA
column_name,WoSIS_2019,layers_chemical,phprtn_value,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_value_avg,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_method,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_date,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_dataset_id,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_profile_code,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phprtn_licence,pH_p_retention,NA
column_name,WoSIS_2019,layers_chemical,phptot_value,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_value_avg,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_method,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_date,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_dataset_id,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_profile_code,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phptot_licence,phosphorus_total,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_value,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_value_avg,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_method,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_date,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_dataset_id,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_profile_code,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,phpwsl_licence,pH_p_water_soluble,NA
column_name,WoSIS_2019,layers_chemical,totc_value,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_value_avg,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_method,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_date,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_dataset_id,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_profile_code,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,totc_licence,total_carbon,NA
column_name,WoSIS_2019,layers_chemical,nitkjd_value,nitrogen_total,NA
